TE	B22	COR	FIN	GIM	JUT	KIE	LUN	MUN	R177	R375	REF	SLO	TEN	TOM	Length	Family
TE_07455	1	1	1	1	0	1	1	1	1	1	1	1	1	1	132.6153846153846	Dvir-TART
TE_07456	1	1	1	1	1	1	1	1	0	1	0	1	1	1	122.0	17-6
TE_07457	1	1	1	1	1	1	1	1	1	1	1	1	1	1	302.57142857142856	UnknownFamily
TE_07458	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6730.0	roo
TE_07459	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1196.0	roo
TE_07460	1	0	0	0	0	0	0	0	0	0	0	0	0	0	200.0	P-element
TE_07461	1	0	0	0	0	0	0	0	0	0	0	0	0	0	472.0	P-element
TE_07462	1	1	1	1	0	1	1	0	0	1	0	1	1	0	53.0	17-6
TE_07463	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1273.0	UnknownFamily
TE_07464	1	1	0	0	0	1	0	1	1	0	0	0	0	1	126.33333333333333	UnknownFamily
TE_07465	1	0	0	1	0	1	0	1	0	1	1	1	1	1	34.0	diver2
TE_07466	1	0	0	1	0	0	0	0	0	0	0	0	0	0	892.5	P-element
TE_07467	1	0	0	0	0	0	0	0	0	0	0	0	0	0	155.0	S-element
TE_07468	1	0	0	0	0	0	0	0	0	0	0	0	0	0	77.0	jockey
TE_07469	1	0	0	0	0	0	0	0	0	0	0	0	0	0	88.0	Cr1a
TE_07470	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1886.0	H
TE_07471	1	0	0	0	0	0	0	0	0	0	0	0	0	0	71.0	baggins
TE_07472	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4658.0	Dvir-Helena
TE_07473	1	0	0	0	0	0	0	0	0	0	0	0	0	0	531.0	opus
TE_07474	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1889.0	H
TE_07475	1	0	0	0	0	0	0	0	0	0	0	0	0	0	120.0	Tc3
TE_07476	1	1	1	1	1	1	1	1	1	1	1	0	1	1	30.846153846153847	S-element
TE_07477	1	1	1	1	1	1	1	1	1	1	1	1	1	1	464.6	pogo
TE_07478	1	1	1	1	1	1	1	1	1	1	1	1	1	1	38.5	Tc3
TE_07479	1	1	1	1	1	1	1	1	1	1	1	1	1	1	119.5	INE-1
TE_07480	1	1	1	1	0	1	1	1	1	1	1	1	1	1	79.07142857142857	HB
TE_07481	1	1	1	1	1	1	1	1	1	1	0	1	1	1	66.0	HB
TE_07482	1	0	0	0	1	0	0	1	1	1	0	1	0	0	2268.8333333333335	FB
TE_07483	1	1	0	1	1	0	1	1	0	1	1	0	1	1	55.0	baggins
TE_07484	1	0	0	0	0	0	0	0	0	0	0	0	0	0	459.0	HB
TE_07485	1	1	0	1	1	0	1	1	0	1	1	0	1	1	145.9	1360
TE_07486	1	0	0	1	0	0	0	0	1	1	1	0	0	1	61.0	1360
TE_07487	1	1	1	1	1	1	1	1	1	0	1	1	1	0	67.0	INE-1
TE_07488	1	1	1	1	0	1	1	1	1	1	1	1	1	1	70.53846153846153	Max-element
TE_07489	1	1	0	0	0	0	0	0	0	0	0	0	1	1	209.0	G5
TE_07490	1	1	1	0	0	0	0	0	0	0	1	0	0	0	76.5	Tabor
TE_07491	1	1	0	0	0	0	0	0	0	0	0	0	1	1	274.5	G5
TE_07492	1	0	1	0	1	1	1	1	1	1	1	0	1	1	46.36363636363637	X-element
TE_07493	1	0	0	0	0	0	0	0	0	0	0	0	0	0	86.0	1360
TE_07494	1	1	1	1	1	1	1	1	1	1	1	1	1	1	239.64285714285714	UnknownFamily
TE_07495	1	1	1	1	1	1	1	1	0	1	1	1	1	1	78.23076923076923	INE-1
TE_07496	1	1	0	1	1	1	1	1	0	1	1	1	1	0	42.0	Dvir-TART
TE_07497	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5143.0	copia
TE_07498	1	1	1	1	1	1	1	1	0	0	1	1	1	1	129.0	UnknownFamily
TE_07499	1	1	1	1	1	1	1	1	1	1	1	1	1	1	462.14285714285717	UnknownFamily
TE_07500	1	1	1	1	1	1	1	1	1	1	1	0	1	1	147.92307692307693	UnknownFamily
TE_07501	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1549.0714285714287	UnknownFamily
TE_07502	1	0	0	0	0	0	0	0	0	0	0	0	0	0	85.0	G5A
TE_07503	1	0	0	0	0	0	1	0	1	0	0	1	0	0	102.75	diver2
TE_07504	1	1	1	0	1	1	1	1	1	1	1	1	1	1	36.0	baggins
TE_07505	1	1	1	1	1	1	1	1	1	0	1	1	1	1	79.3076923076923	UnknownFamily
TE_07506	1	1	1	1	1	1	1	1	0	0	1	1	1	1	26.0	INE-1
TE_07507	1	0	1	0	0	0	1	0	0	0	0	0	0	0	44.0	UnknownFamily
TE_07508	1	0	0	0	0	0	0	0	0	0	0	0	0	0	57.0	Dbuz-ISBu2
TE_07509	1	1	1	1	1	1	1	1	0	1	1	1	1	1	74.3076923076923	UnknownFamily
TE_07510	1	0	0	0	0	0	0	0	0	0	0	0	0	0	71.0	HMS-Beagle
TE_07511	1	1	1	1	1	1	1	1	1	1	1	1	1	1	40.0	412
TE_07512	1	0	1	1	0	0	0	1	0	1	1	0	1	1	150.0	INE-1
TE_07513	1	0	0	0	0	0	0	0	0	0	0	0	0	0	53.0	micropia
TE_07514	1	0	1	0	1	0	0	0	1	0	0	1	1	1	670.7142857142857	UnknownFamily
TE_07515	1	0	1	0	1	0	0	1	1	0	0	1	1	1	802.625	pogo
TE_07516	1	0	1	0	1	0	1	1	1	1	0	1	1	1	394.7	INE-1
TE_07517	1	0	0	0	0	0	0	0	0	0	0	0	0	0	95.0	Tirant
TE_07518	1	1	1	1	1	1	1	1	1	1	1	1	1	1	173.0	Dvir-TART
TE_07519	1	0	0	0	0	0	0	0	0	0	0	1	0	0	154.0	X-element
TE_07520	1	0	0	0	0	0	0	0	0	0	0	0	0	0	28.0	INE-1
TE_07521	1	0	0	0	0	0	0	0	0	0	0	0	0	0	42.0	gypsy2
TE_07522	1	1	1	0	1	1	1	0	1	0	1	0	1	1	54.0	mdg1
TE_07523	1	1	0	1	0	0	1	0	1	0	1	1	1	1	423.44444444444446	UnknownFamily
TE_07524	1	1	0	1	1	0	1	0	1	0	1	1	0	1	132.0	copia
TE_07525	1	0	0	0	0	0	0	0	0	0	1	0	0	0	38.0	transib4
TE_07526	1	1	1	1	0	0	0	1	0	0	0	1	1	1	431.22222222222223	X-element
TE_07527	1	1	1	1	0	0	1	1	0	0	1	1	1	1	302.0	X-element
TE_07528	1	0	1	1	0	0	0	1	0	1	1	1	1	1	287.8888888888889	UnknownFamily
TE_07529	1	0	1	1	0	0	0	1	0	1	1	1	1	0	61.0	blood
TE_07530	1	1	1	1	0	1	1	1	0	1	1	1	0	0	38.0	297
TE_07531	1	1	1	0	0	0	0	1	0	1	1	1	1	0	62.0	Dvir-TART
TE_07532	1	1	1	1	1	1	1	1	0	1	1	1	1	0	160.25	Dsim-ninja
TE_07533	1	1	1	1	0	0	1	1	1	1	1	1	1	0	68.54545454545455	baggins
TE_07534	1	1	1	1	0	0	1	1	1	1	0	0	1	1	1701.9	INE-1
TE_07535	1	1	1	1	1	0	1	1	1	1	0	1	1	0	717.0	INE-1
TE_07536	1	1	1	1	1	1	1	1	1	1	1	1	1	1	63.214285714285715	INE-1
TE_07537	1	1	1	1	1	1	1	1	1	1	1	1	1	1	654.7857142857143	UnknownFamily
TE_07538	1	1	1	1	1	1	1	1	1	1	1	0	1	1	53.76923076923077	diver2
TE_07539	1	1	1	1	0	1	1	1	1	0	1	0	1	1	47.72727272727273	Rt1a
TE_07540	1	0	0	0	0	0	0	0	1	1	0	0	1	0	159.75	17-6
TE_07541	1	0	0	0	1	0	0	0	0	1	0	0	0	0	36.0	Dvir-TART
TE_07542	1	0	0	0	1	0	0	0	0	0	0	0	0	0	146.5	mdg1
TE_07543	1	0	0	0	1	0	0	0	0	0	0	0	0	0	105.0	Dvir-TART
TE_07544	1	0	0	0	1	0	0	0	0	0	0	0	0	0	60.0	gypsy9
TE_07545	1	1	1	1	1	1	1	1	0	1	1	1	1	1	86.94444444444444	Dbuz-INE-1
TE_07546	1	1	1	1	1	1	1	1	1	1	1	1	0	1	314.35714285714283	Dm88
TE_07547	1	1	1	0	0	1	1	0	1	1	0	0	0	1	100.25	S-element
TE_07548	1	0	0	0	0	0	0	0	0	0	0	0	0	0	40.0	UnknownFamily
TE_07549	1	0	0	0	0	0	0	0	1	0	0	0	0	0	50.0	invader1
TE_07550	1	0	0	1	0	0	1	0	1	0	1	1	0	1	75.85714285714286	Tirant
TE_07551	1	1	1	1	0	1	1	1	1	1	0	0	1	1	44.0	UnknownFamily
TE_07552	1	1	1	1	1	1	1	1	1	1	1	1	1	1	310.2142857142857	UnknownFamily
TE_07553	1	1	1	1	1	1	1	1	1	1	1	1	1	1	354.7142857142857	UnknownFamily
TE_07554	1	1	1	1	1	1	1	1	1	1	1	1	1	1	50.0	HB
TE_07555	1	1	1	1	1	1	1	1	1	1	1	1	1	1	58.266666666666666	UnknownFamily
TE_07556	1	1	1	1	0	1	1	1	1	1	1	1	1	1	50.0	HB
TE_07557	1	0	1	1	1	1	1	0	1	1	1	1	1	1	74.0	GATE
TE_07558	1	1	1	1	1	1	1	1	1	1	0	1	1	1	176.84615384615384	INE-1
TE_07559	1	0	0	0	0	0	0	0	0	0	0	0	0	1	180.0	17-6
TE_07560	1	1	1	1	0	1	1	1	1	1	1	1	1	1	210.0	Max-element
TE_07561	1	1	1	1	1	1	1	1	1	1	1	1	1	1	51.0	roo
TE_07562	1	1	1	1	1	1	1	1	1	1	1	1	1	1	82.0	17-6
TE_07563	1	1	1	1	1	1	1	1	1	1	1	1	1	1	59.785714285714285	invader3
TE_07564	1	1	1	1	1	1	1	1	1	1	1	0	1	1	46.07692307692308	INE-1
TE_07565	1	1	1	1	1	1	1	1	1	1	1	0	1	1	96.71428571428571	INE-1
TE_07566	1	1	1	1	1	1	1	1	1	1	1	1	1	1	102.71428571428571	baggins
TE_07567	1	0	0	0	0	0	0	0	0	0	0	0	0	0	81.0	diver2
TE_07568	1	1	1	0	1	1	1	0	0	1	1	1	1	0	140.0	Dpse-mini-me
TE_07569	1	0	0	0	1	1	0	0	0	0	0	0	0	0	53.333333333333336	INE-1
TE_07570	1	0	0	0	1	0	0	0	0	0	0	0	1	0	89.0	baggins
TE_07571	1	1	1	0	1	1	1	1	0	1	1	1	1	1	185.66666666666666	UnknownFamily
TE_07572	1	1	0	1	1	1	1	1	0	1	1	0	1	1	69.0	R1-2
TE_07573	1	1	1	1	1	1	1	1	1	1	1	1	1	1	126.07142857142857	S2
TE_07574	1	1	1	1	1	1	1	1	1	1	1	1	1	1	18884.0	UnknownFamily
TE_07575	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5200.0	UnknownFamily
TE_07576	1	0	0	0	0	0	0	0	0	0	0	0	0	0	10474.0	UnknownFamily
TE_07577	1	1	1	1	1	1	1	1	1	1	1	1	1	1	395.7857142857143	UnknownFamily
TE_07578	1	1	1	1	1	1	0	1	1	1	1	1	1	1	85.61538461538461	Cr1a
TE_07579	1	1	1	1	1	1	1	1	1	1	1	1	1	1	38.0	UnknownFamily
TE_07580	1	1	1	1	1	1	1	1	1	1	1	1	1	1	50.0	blood
TE_07581	1	0	0	0	0	0	0	0	0	0	0	0	0	0	80.0	Doc3
TE_07582	1	0	0	0	0	0	0	0	0	0	0	0	0	0	98.0	micropia
TE_07583	1	0	0	0	0	0	0	0	0	0	0	0	0	0	852.0	P-element
TE_07584	1	0	0	0	0	0	0	0	0	0	0	0	0	0	200.0	P-element
TE_07585	1	0	0	0	0	0	0	0	0	0	0	0	0	0	171.0	transib1
TE_07586	1	0	0	0	0	0	0	0	0	0	0	0	0	0	782.0	opus
TE_07587	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4555.0	invader1
TE_07588	1	0	1	1	1	1	1	1	1	1	1	1	1	1	82.0	baggins
TE_07589	1	1	0	0	0	0	1	0	1	0	0	1	0	0	36.0	Stalker4
TE_07590	1	1	0	0	0	0	0	0	0	1	0	0	1	1	65.2	Doc
TE_07591	1	0	0	0	0	0	0	1	0	1	0	0	0	0	100.66666666666667	UnknownFamily
TE_07592	1	1	1	1	1	0	1	1	1	1	1	1	1	1	74.6923076923077	INE-1
TE_07593	1	1	1	1	0	1	1	1	1	1	1	0	0	1	178.45454545454547	Dvir-TART
TE_07594	1	1	1	1	1	1	1	1	1	1	0	1	1	0	51.0	INE-1
TE_07595	1	0	0	0	0	0	1	0	0	0	0	0	0	0	29.0	UnknownFamily
TE_07596	1	0	0	0	0	0	0	0	0	0	0	0	0	0	176.0	GATE
TE_07597	1	1	1	1	1	1	1	1	1	1	1	1	1	1	73.85714285714286	INE-1
TE_07598	1	1	1	1	1	1	1	1	1	1	1	1	1	1	301.5	UnknownFamily
TE_07599	1	1	1	1	1	1	1	1	1	1	1	1	1	1	656.9	INE-1
TE_07600	1	1	0	1	1	0	0	1	0	0	0	1	0	0	45.0	UnknownFamily
TE_07601	1	1	1	1	1	1	1	1	1	1	1	1	1	1	114.14285714285714	INE-1
TE_07602	1	1	1	1	1	1	1	1	1	1	1	1	1	1	465.2857142857143	UnknownFamily
TE_07603	1	0	0	0	0	1	0	1	0	0	0	0	1	0	55.0	gypsy2
TE_07604	1	1	1	1	0	1	1	1	1	1	0	1	1	1	65.0	G3
TE_07605	1	1	1	1	1	1	1	1	1	1	0	1	1	1	41.92307692307692	baggins
TE_07606	1	0	0	0	0	0	0	0	0	0	0	0	0	0	368.0	gypsy4
TE_07607	1	1	1	1	1	1	1	1	1	1	1	1	1	1	118.0	UnknownFamily
TE_07608	1	1	0	0	1	0	0	1	0	0	0	1	1	0	38.0	Tabor
TE_07609	1	1	1	1	1	1	1	1	1	1	1	1	1	1	48.0	gypsy2
TE_07610	1	1	1	1	1	1	1	1	1	1	1	1	1	1	90.71428571428571	HB
TE_07611	1	1	1	1	0	1	1	1	1	1	0	1	1	1	70.25	HeT-A
TE_07612	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1101.4615384615386	Quasimodo
TE_07613	1	1	1	1	1	1	0	1	0	1	0	0	1	1	189.5	Dbuz-INE-1
TE_07614	1	0	1	0	1	1	0	1	0	1	0	1	1	1	41.0	UnknownFamily
TE_07615	1	1	1	1	1	1	1	1	1	1	1	1	1	1	123.28571428571429	UnknownFamily
TE_07616	1	1	1	1	1	1	1	1	1	1	1	1	1	1	34.0	UnknownFamily
TE_07617	1	0	0	0	0	0	0	0	0	0	0	0	0	0	54.0	UnknownFamily
TE_07618	1	1	1	1	1	1	1	1	1	1	1	1	1	1	100000	UnknownFamily
TE_07619	1	1	1	1	1	1	1	1	1	1	1	1	1	1	104.07142857142857	Dana-Tom
TE_07620	1	1	1	0	0	1	0	1	1	1	1	0	1	1	194.7	Stalker2
TE_07621	1	1	1	0	0	0	1	0	0	0	1	1	1	1	201.25	mdg1
TE_07622	1	1	1	1	1	1	0	1	1	1	0	1	1	1	60.0	INE-1
TE_07623	1	0	0	1	1	1	1	1	0	0	1	1	1	1	29.0	ZAM
TE_07624	1	0	1	0	0	0	0	1	1	0	1	0	0	1	122.16666666666667	mdg1
TE_07625	1	1	1	0	1	1	1	0	1	1	0	1	1	0	87.4	mdg1
TE_07626	1	1	1	1	1	1	1	1	1	1	1	1	1	1	50.0	Tirant
TE_07627	1	1	1	0	1	1	1	0	0	1	1	1	1	1	77.0	Doc
TE_07628	1	0	0	0	0	0	0	0	1	1	0	0	1	0	208.25	FB
TE_07629	1	0	1	0	1	0	1	0	0	0	0	1	1	0	53.5	Tirant
TE_07630	1	1	1	1	1	1	1	1	1	1	1	1	1	1	384.57142857142856	FB
TE_07631	1	1	1	1	1	1	1	1	1	1	1	1	1	1	162.11764705882354	S2
TE_07632	1	1	1	1	1	1	1	1	1	1	1	1	1	1	77.28571428571429	UnknownFamily
TE_07633	1	1	1	1	1	1	1	1	1	1	1	1	1	1	478.7142857142857	opus
TE_07634	1	1	1	1	1	1	1	1	1	1	1	1	1	1	131.14285714285714	Dvir-TART
TE_07635	1	0	0	0	0	0	0	0	0	0	0	0	0	0	48.0	INE-1
TE_07636	1	1	1	1	0	1	0	1	1	1	1	0	1	0	92.3	opus
TE_07637	1	1	1	1	1	1	1	1	1	1	1	0	1	1	101.0	opus
TE_07638	1	1	1	1	1	1	1	1	1	0	1	1	1	0	97.25	Stalker3
TE_07639	1	1	1	1	1	1	1	1	1	1	1	1	1	1	479.0	opus
TE_07640	1	1	1	1	1	0	0	1	1	1	1	1	1	1	58.75	transib1
TE_07641	1	1	1	1	1	1	1	1	1	0	1	1	1	1	69.0	baggins
TE_07642	1	1	1	1	1	1	1	1	1	1	1	1	1	1	227.0	HMS-Beagle2
TE_07643	1	1	1	1	1	1	1	1	1	1	1	1	1	1	44.0	HB
TE_07644	1	0	0	0	0	0	0	0	0	0	0	0	0	0	39.0	Ivk
TE_07645	1	1	1	1	1	1	1	0	1	0	1	1	1	1	44.0	Dvir-TART
TE_07646	1	1	1	1	0	1	0	1	1	1	1	1	1	1	46.0	HB
TE_07647	1	1	1	1	1	0	1	1	1	1	1	1	1	1	63.0	INE-1
TE_07648	1	0	0	0	0	0	0	0	0	0	0	0	0	0	78.0	Tc1-2
TE_07649	1	1	1	1	1	1	1	1	1	1	1	1	1	1	56.0	gtwin
TE_07650	1	1	1	1	1	1	1	1	1	1	1	1	1	1	129.4375	roo
TE_07651	1	1	1	1	1	1	1	1	1	1	0	1	1	1	65.0	Cr1a
TE_07652	1	1	1	1	1	1	1	1	1	1	1	1	1	1	115.0	Dvir-TART
TE_07653	1	1	1	0	1	1	1	1	1	1	1	1	1	1	88.38461538461539	GATE
TE_07654	1	0	0	0	0	0	0	0	0	0	0	0	0	0	212.0	pogo
TE_07655	1	1	1	1	0	1	0	0	0	0	1	1	1	0	604.0	INE-1
TE_07656	1	1	1	1	1	1	1	1	1	1	1	1	1	1	69.13333333333334	Cr1a
TE_07657	1	0	0	0	0	0	0	0	0	0	0	0	0	0	58.0	roo
TE_07658	1	1	1	1	1	1	1	1	1	1	1	1	1	1	43.0	Cr1a
TE_07659	1	1	1	1	0	1	1	1	1	1	0	1	1	1	50.0	UnknownFamily
TE_07660	1	1	1	1	1	1	1	1	1	1	1	1	1	1	47.0	UnknownFamily
TE_07661	1	1	1	1	1	1	1	1	1	1	1	1	1	1	43.0	UnknownFamily
TE_07662	1	0	0	0	0	0	0	0	1	1	0	0	0	0	64.33333333333333	Cr1a
TE_07663	1	0	0	0	0	0	0	0	0	0	0	0	0	0	53.0	UnknownFamily
TE_07664	1	1	1	0	0	0	1	1	0	0	1	1	1	0	49.0	accord2
TE_07665	1	1	0	1	1	1	1	1	1	1	0	1	1	1	541.4166666666666	UnknownFamily
TE_07666	1	1	1	1	1	1	1	1	1	1	1	1	1	1	67.0	UnknownFamily
TE_07667	1	1	0	0	0	0	0	0	0	0	0	0	0	0	133.0	G5A
TE_07668	1	0	0	0	0	1	1	1	0	1	1	0	0	1	244.5	blood
TE_07669	1	1	0	0	1	1	1	0	0	1	1	0	1	0	642.875	UnknownFamily
TE_07670	1	1	1	0	1	1	0	1	0	1	1	1	1	0	51.0	412
TE_07671	1	1	1	1	1	1	1	0	0	0	1	1	1	1	137.8181818181818	Dvir-TART
TE_07672	1	0	0	0	0	0	0	0	0	0	0	0	0	0	186.0	Cr1a
TE_07673	1	0	1	0	1	1	1	1	0	0	1	1	1	1	277.2	G5A
TE_07674	1	0	0	0	0	0	0	0	0	1	0	0	0	0	62.0	INE-1
TE_07675	1	1	1	1	1	1	1	1	1	1	1	1	1	1	89.0	UnknownFamily
TE_07676	1	0	0	0	0	0	0	0	0	0	0	0	0	0	64.0	gypsy2
TE_07677	1	1	1	1	1	1	1	1	1	1	0	1	1	1	60.07692307692308	transib1
TE_07678	1	0	0	0	0	0	0	0	0	0	0	0	0	0	528.0	opus
TE_07679	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4253.0	Dvir-Helena
TE_07680	1	1	1	1	1	1	1	1	1	1	1	0	1	1	2231.4615384615386	UnknownFamily
TE_07681	1	0	0	0	0	0	0	0	0	0	0	0	0	0	31.0	INE-1
TE_07682	1	1	1	0	1	1	0	1	1	1	1	1	1	1	41.0	Porto1
TE_07683	1	0	0	0	0	0	0	0	0	0	0	0	0	0	99.0	TART-B
TE_07684	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3268.0	I-element
TE_07685	1	0	0	0	1	0	0	0	0	0	0	0	1	0	2743.6666666666665	roo
TE_07686	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2798.5	Transpac
TE_07687	1	0	0	0	0	0	0	0	0	0	0	0	0	0	41.0	UnknownFamily
TE_07688	1	1	1	1	1	1	1	1	0	1	1	1	1	1	29.0	UnknownFamily
TE_07689	1	1	1	1	1	1	0	1	0	1	1	1	1	1	35.333333333333336	diver2
TE_07690	1	1	0	1	1	1	1	1	1	1	1	1	1	1	97.0	HMS-Beagle
TE_07691	1	0	0	0	0	0	0	1	0	1	1	0	0	0	106.5	mdg1
TE_07692	1	1	1	1	1	1	1	1	0	1	1	1	1	0	70.0	INE-1
TE_07693	1	0	0	1	0	0	0	0	0	1	0	0	0	0	76.0	UnknownFamily
TE_07694	1	1	1	1	1	1	1	1	1	1	1	1	1	1	113.0	baggins
TE_07695	1	1	1	1	1	1	1	0	1	1	1	1	1	1	74.0	Dvir-TART
TE_07696	1	1	1	1	1	1	1	1	1	1	1	1	1	1	250.0	Rt1b
TE_07697	1	1	1	1	1	1	1	1	0	1	1	1	1	1	64.0	Rt1b
TE_07698	1	1	1	1	0	1	0	1	1	0	1	1	1	1	88.18181818181819	17-6
TE_07699	1	1	1	1	1	1	1	1	1	1	1	1	1	1	303.2142857142857	Stalker2
TE_07700	1	1	1	1	1	1	1	1	1	1	1	1	1	1	564.2142857142857	S-element
TE_07701	1	1	1	1	1	1	0	1	1	1	1	1	1	1	87.07692307692308	Stalker2
TE_07702	1	0	0	0	0	0	0	0	0	0	0	0	0	0	416.0	jockey
TE_07703	1	0	1	0	0	0	0	0	1	0	0	0	0	1	208.25	R1A1-element
TE_07704	1	1	1	1	1	1	1	1	1	1	1	1	1	1	113.92857142857143	Doc2
TE_07705	1	1	1	1	1	1	1	1	1	1	1	1	1	1	56.0	invader3
TE_07706	1	1	0	1	1	1	1	1	1	1	1	1	1	1	69.0	R1-2
TE_07707	1	1	0	1	0	0	0	1	1	1	0	1	1	1	82.11111111111111	gypsy7
TE_07708	1	1	1	1	1	1	1	1	1	1	1	1	1	1	296.35714285714283	gypsy8
TE_07709	1	1	1	1	1	1	1	1	1	1	1	1	1	1	83.0	roo
TE_07710	1	1	1	1	1	1	1	1	1	1	1	1	1	1	687.1428571428571	mdg1
TE_07711	1	1	1	1	1	1	1	1	1	1	1	1	1	1	116.14285714285714	rooA
TE_07712	1	1	0	1	1	1	1	1	1	1	1	1	1	1	391.0769230769231	INE-1
TE_07713	1	0	0	0	0	0	0	0	0	0	0	0	0	1	61.0	G5
TE_07714	1	0	0	0	0	0	0	0	0	0	0	0	0	0	28.0	Tabor
TE_07715	1	0	0	0	0	0	0	0	0	0	0	0	0	0	73.0	Idefix
TE_07716	1	1	1	1	1	1	1	1	1	1	1	1	1	1	268.85714285714283	INE-1
TE_07717	1	1	1	1	1	1	1	1	1	1	1	1	1	1	62.0	roo
TE_07718	1	1	1	1	1	1	1	1	0	1	1	1	1	1	175.0	Dvir-TART
TE_07719	1	0	0	0	0	0	0	1	0	1	1	1	1	1	784.1428571428571	UnknownFamily
TE_07720	1	1	1	1	1	1	1	1	1	1	1	1	1	1	259.14285714285717	UnknownFamily
TE_07721	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2948.0	H
TE_07722	1	0	1	1	1	0	1	1	1	1	1	1	0	1	90.0	Dvir-TART
TE_07723	1	1	1	1	1	1	1	1	1	0	1	1	1	1	122.23076923076923	UnknownFamily
TE_07724	1	1	0	0	0	1	0	0	0	0	0	0	1	0	43.75	Cr1a
TE_07725	1	0	0	0	0	0	1	0	0	0	0	0	0	0	32.0	INE-1
TE_07726	1	0	0	0	0	0	0	0	0	0	0	0	0	0	558.0	Stalker2
TE_07727	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4509.0	Stalker2
TE_07728	1	0	0	0	0	0	0	0	0	0	0	0	0	0	622.0	Stalker2
TE_07729	1	1	1	1	1	1	1	1	1	1	1	1	1	1	65.0	roo
TE_07730	1	1	1	1	1	1	1	1	1	1	1	1	1	1	100.0	Tc1
TE_07731	1	1	1	1	1	1	1	1	0	1	1	1	0	1	272.0	Tirant
TE_07732	1	1	1	1	1	1	1	1	0	1	1	1	0	1	62.0	gypsy2
TE_07733	1	0	0	0	0	0	0	0	0	0	0	0	0	0	149.0	Dvir-TART
TE_07734	1	1	1	1	1	1	0	0	1	0	0	0	1	1	31.88888888888889	HB
TE_07735	1	0	0	0	0	0	0	0	0	0	0	0	0	1	159.0	Circe
TE_07736	1	0	0	0	0	0	0	0	0	0	0	0	0	0	118.0	G7
TE_07737	1	1	1	1	1	1	0	1	1	1	0	1	1	1	385.8333333333333	G5A
TE_07738	1	1	1	1	1	1	0	1	1	1	1	1	1	1	100.15384615384616	Rt1b
TE_07739	1	1	1	0	1	1	1	1	1	1	1	1	1	1	42.0	Tc1-2
TE_07740	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99.92857142857143	Quasimodo
TE_07741	1	1	1	1	1	1	1	1	1	1	1	1	1	1	488.2857142857143	Quasimodo
TE_07742	1	1	0	0	0	1	1	1	1	1	0	1	1	1	77.0	UnknownFamily
TE_07743	1	0	0	0	0	0	0	0	0	0	0	0	0	0	52.0	gypsy4
TE_07744	1	0	0	0	0	1	0	0	1	0	1	0	0	0	80.75	1360
TE_07745	1	1	1	1	1	1	1	1	1	1	1	1	1	1	121.07142857142857	mariner2
TE_07746	1	1	1	1	1	1	1	1	1	1	1	1	1	1	46.0	UnknownFamily
TE_07747	1	1	1	0	1	0	1	1	1	1	1	1	1	1	169.08333333333334	mdg1
TE_07748	1	0	1	1	1	1	1	1	1	1	1	1	1	1	86.53846153846153	BS
TE_07749	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4211.0	Juan
TE_07750	1	0	0	0	0	0	0	0	0	0	0	0	0	0	37.0	INE-1
TE_07751	1	0	0	0	0	0	0	0	0	0	0	0	0	0	52.0	17-6
TE_07752	1	0	0	0	0	0	0	0	0	0	0	0	0	0	166.0	roo
TE_07753	1	1	1	0	0	0	0	0	0	0	0	1	0	0	103.25	mdg1
TE_07754	1	1	1	0	0	0	1	0	1	1	1	0	1	1	105.0	HeT-A
TE_07755	1	0	1	1	0	0	1	1	1	0	1	0	1	1	122.11111111111111	opus
TE_07756	1	1	0	1	0	1	1	0	1	1	0	1	0	0	51.5	Tirant
TE_07757	1	0	0	0	0	1	1	0	0	0	1	0	0	0	55.0	Cr1a
TE_07758	1	1	0	1	0	1	1	1	0	0	0	1	1	0	55.0	INE-1
TE_07759	1	1	0	0	1	0	0	0	0	0	0	0	1	0	95.5	mariner2
TE_07760	1	1	1	1	1	1	1	1	1	1	1	1	1	1	46.0	BS3
TE_07761	1	1	0	0	0	0	1	1	1	0	0	0	0	0	47.0	Max-element
TE_07762	1	1	1	0	1	1	1	0	1	1	1	1	1	1	51.0	Cr1a
TE_07763	1	0	0	1	1	0	0	0	1	0	1	0	1	0	165.0	mdg1
TE_07764	1	1	1	1	0	1	1	1	1	1	1	1	1	1	107.23076923076923	diver2
TE_07765	1	1	0	1	1	1	1	1	0	1	0	0	1	1	1445.9	S-element
TE_07766	1	1	0	1	1	1	1	1	0	1	0	0	1	1	153.9	S-element
